epoch,dice score
0,0.6553694997260819
1,0.747609186528334
2,0.8776000044239101
3,0.9111820023451278
4,0.9248695720487566
5,0.9268390278318035
6,0.9418180335813494
7,0.9263025193072078
8,0.9390237295805518
9,0.936069353302913
10,0.9430500197766433
11,0.9531762768973165
12,0.9590998790157375
13,0.8908748333133868
14,0.9585514860366707
15,0.955188080446044
16,0.9593192943886145
17,0.9603680959388391
18,0.9578246554331993
19,0.9624946829098374
